"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1961",196312,"health","off_brand",4.3,11,24,57.1,2693
"1962",115405,"toys","off_brand",4.2,8,21,67.6,925
"1963",122158,"toys","off_brand",4.5,1,27,61,945
"1964",162431,"health","off_brand",4.5,2,20,40.3,2044
"1965",107914,"health","off_brand",3.5,6,18,36.2,1395
"1966",192532,"health","off_brand",4.7,3,20,66.3,2195
"1967",165182,"other","off_brand",4.4,4,17,49.3,2763
"1968",155668,"health","premium",4.6,17,NA,59.4,1716
"1969",210269,"health","premium",3.9,17,9,18.3,3813
"1970",79488,"health","off_brand",3.4,4,12,29.1,643
"1971",197047,"toys","premium",4.9,3,11,37,3108
"1972",152514,"toys","premium",4.8,6,29,61.7,1690
"1973",156552,"food","premium",4.5,14,23,47.1,858
"1974",110158,"health","off_brand",4.5,10,22,71.6,1076
"1975",117831,"other","premium",4.2,3,13,47.1,1173
"1976",129691,"health","premium",4,1,24,20.1,2589
"1977",134161,"health",NA,4.4,4,7,27.2,859
"1978",149268,"toys","premium",4.2,13,23,94.8,1884
"1979",193158,"toys","premium",3.7,5,15,29.1,4804
"1980",67912,"toys","premium",4.2,1,16,62.2,997
"1981",104524,"toys","premium",3.6,8,28,44.4,1995
"1982",194481,"health","off_brand",4.7,6,17,42.9,1435
"1983",183081,"health","off_brand",4.7,17,8,57.4,876
"1984",86519,"health","off_brand",4.2,3,17,57.5,970
"1985",121734,"toys","off_brand",2.3,10,20,38.4,2711
"1986",123634,"health","off_brand",4.4,18,8,35.3,853
"1987",237988,"toys",NA,3.8,6,NA,55.2,4241
"1988",147957,"toys","off_brand",4.6,2,15,24.2,1564
"1989",146040,"other","off_brand",4.8,224,11,41.9,873
"1990",210996,"toys","off_brand",4.3,9,18,70,3165
"1991",239306,"health","off_brand",4.4,6,30,61.2,2929
"1992",83270,"health","off_brand",3.8,4,23,64,1817
"1993",188198,"toys","premium",4.5,2,NA,60,3106
"1994",170825,"food","premium",4.3,6,16,24.9,2770
"1995",111330,"health",NA,3.9,6,29,63.6,2259
"1996",138834,"other","off_brand",2.6,9,25,39.5,1943
"1997",185388,"toys","premium",4.4,7,7,12,2391
"1998",40620,"health","premium",3.9,9,30,59.2,985
"1999",120421,"other","off_brand",4.5,10,16,54.3,1045
"2000",78887,"health","premium",4.1,5,15,75.7,815
"2001",153133,"health","off_brand",3.9,8,20,52,2890
"2002",240844,"toys","off_brand",4.6,14,11,80.1,3115
"2003",115191,"health","off_brand",4.3,3,20,46.2,1237
"2004",115434,"toys","premium",4,3,28,28.8,1895
"2005",71751,"toys","premium",4.1,3,11,23.5,707
"2006",187900,"toys","premium",4.6,8,22,37.5,2714
"2007",170616,"food","premium",4.9,4,12,45.8,1370
"2008",49431,"toys","premium",3.5,3,19,51.1,613
"2009",125069,"other","off_brand",4.4,4,22,40,1223
"2010",259892,"other",NA,4.6,13,11,NA,3426
"2011",198436,"toys","off_brand",4.5,16,14,50.7,2829
"2012",71326,"health","premium",4.1,9,24,61.6,845
"2013",126024,"toys","off_brand",4.4,10,18,64.5,981
"2014",163773,"health","premium",4.3,4,10,5,2286
"2015",156893,"other","off_brand",3.7,3,22,63,3732
"2016",83545,"toys","off_brand",4.4,5,20,100,977
"2017",192451,"health","premium",3.8,12,16,22.9,3738
"2018",130623,"toys","premium",4,10,29,24,2460
"2019",174039,"toys","premium",4.5,10,14,76.5,2165
"2020",169431,"food","off_brand",4,14,24,33.5,1878
"2021",119227,"toys","premium",3.4,14,21,14.1,2085
"2022",161801,"toys","premium",3.9,2,15,44,2842
"2023",160825,"health","off_brand",4.4,13,16,61.5,1083
"2024",173596,"food","off_brand",4,3,23,84.4,2123
"2025",107042,"health","off_brand",4,3,NA,11.5,1114
"2026",125901,"health","off_brand",3,14,16,35.9,2680
"2027",260445,"food",NA,4.9,9,27,36,2672
"2028",132041,"toys","off_brand",4.6,9,21,84.1,1009
"2029",170442,"health","off_brand",4.3,13,22,39.4,2139
"2030",186291,"health","off_brand",3.8,201,12,72.7,2829
"2031",119520,"food","off_brand",4.1,5,20,20.1,1430
"2032",110443,"other","premium",4.2,11,25,48,1081
"2033",109908,"toys","premium",3.6,2,22,69,1859
"2034",103931,"health","off_brand",3.5,6,NA,18.6,1013
"2035",156570,"health","off_brand",4.4,4,29,21.7,2973
"2036",248210,"health","off_brand",4.7,18,11,5,2500
"2037",230256,"health","off_brand",4.5,12,23,84.8,2856
"2038",148498,"toys","off_brand",4.6,12,24,97.1,1704
"2039",182590,"other","off_brand",4.6,8,22,50.9,2479
"2040",156406,"food","premium",4.5,10,17,84.4,811
"2041",139956,"toys","off_brand",4.7,4,18,50,934
"2042",115598,"toys","off_brand",4.1,9,18,54.2,886
"2043",171244,"toys","off_brand",4.1,5,NA,68.7,2251
"2044",265335,"health","off_brand",4.9,10,19,28,2699
"2045",146702,"other",NA,4.3,7,17,40.7,2505
"2046",74012,"health","off_brand",3.1,15,20,76.1,751
"2047",122721,"toys","premium",4.3,5,12,37.7,1935
"2048",157273,"toys","premium",3.9,2,NA,17.5,2380
"2049",162903,"health","off_brand",4.6,6,28,22.4,1033
"2050",198133,"health","off_brand",4.7,10,17,51,2060
"2051",274748,"other","off_brand",4.5,13,24,36.8,4085
"2052",158774,"toys",NA,5,3,13,65.2,901
"2053",172858,"toys","premium",4.4,12,31,31.6,2428
"2054",68447,"other","premium",3.5,7,16,27.3,1035
"2055",84931,"food","premium",2.9,14,34,28.7,955
"2056",108126,"health","premium",4.2,9,18,22.6,900
"2057",148317,"health","premium",4.2,6,22,44.1,2346
"2058",147197,"toys","off_brand",4.1,2,23,43.6,2503
"2059",169770,"health","off_brand",4,5,13,45.7,2977
"2060",121950,"toys","off_brand",4.2,13,17,67.3,2041
"2061",192138,"health","off_brand",4.7,4,12,60.9,1411
"2062",143529,"health","premium",3,5,26,13.6,2794
"2063",62840,"toys","premium",3.4,4,20,29.3,1106
"2064",168171,"health","off_brand",4.6,6,22,NA,2586
"2065",113887,"toys","premium",2.8,21,29,65.4,2959
"2066",156529,"toys","off_brand",4.6,7,6,58,1103
"2067",155819,"other","premium",4.3,4,NA,51.3,2058
"2068",172688,"health","off_brand",4.4,9,16,51.9,949
"2069",120713,"health","premium",4.7,4,14,40.7,1045
"2070",192833,"toys","off_brand",4.1,12,11,70.2,2747
"2071",232565,"health","off_brand",4.8,6,8,70.5,2610
"2072",164362,"other",NA,4.5,5,26,39.8,2806
"2073",147542,"toys","off_brand",4.8,12,13,71.1,1014
"2074",219676,"other","premium",4.6,7,25,44.7,3735
"2075",80284,"health","premium",2.8,14,9,59.3,907
"2076",241319,"health","off_brand",4.6,24,15,60.8,2969
"2077",214658,"toys","off_brand",4.2,19,21,65.4,2629
"2078",125997,"health","off_brand",4.3,2,20,55.3,2067
"2079",154164,"other","premium",4.4,6,24,30.3,1374
"2080",86682,"toys",NA,3.9,3,20,60.5,2190
"2081",121255,"food","premium",4.6,10,29,24.6,1013
"2082",226371,"health","off_brand",3.8,7,29,44.3,4356
"2083",135691,"health","premium",4.1,7,23,16,1125
"2084",92790,"health","off_brand",4.1,5,17,62.1,927
"2085",83364,"health","premium",3,4,13,42.9,2895
"2086",104223,"health","off_brand",3.9,5,18,62.4,2644
"2087",117184,"toys","off_brand",3.7,5,23,70.6,1071
"2088",140601,"toys","off_brand",4.1,9,12,68.9,1191
"2089",73694,"toys","off_brand",3.4,3,19,90.2,1955
"2090",144540,"health","premium",4.9,10,19,56.7,1243
"2091",227302,"health","premium",4.7,24,30,42.3,1535
"2092",198074,"health",NA,4.1,2,17,21.1,3234
"2093",107620,"health","premium",3.6,5,19,41.7,1851
"2094",168739,"health","premium",4.5,2,16,40.1,2638
"2095",138624,"health","off_brand",4.5,9,11,5,1150
"2096",111588,"health","off_brand",3.8,9,29,27.3,1802
"2097",153736,"other","off_brand",4.4,9,22,43.3,1963
"2098",101331,"toys","off_brand",3.7,9,14,44.1,1210
"2099",107109,"health","premium",4.4,7,18,50.3,947
"2100",74836,"health","off_brand",4.2,2,16,26.1,1155
"2101",184403,"toys","premium",4.3,1,17,69,2962
"2102",165344,"toys","off_brand",4.3,1,16,61.1,2899
"2103",137601,"toys","off_brand",4.1,13,21,7.3,1743
"2104",216677,"food","premium",4.3,17,18,72.3,2342
"2105",170354,"health","premium",4.3,7,15,69.2,2574
"2106",84407,"toys","off_brand",4,10,25,48.9,960
"2107",111175,"toys","off_brand",4.2,5,15,49.3,1942
"2108",215338,"health","off_brand",4.5,17,18,50.5,2643
"2109",84240,"toys","premium",3.7,7,25,49.6,2439
"2110",190379,"health","premium",4.1,12,21,46.5,2910
"2111",159375,"other","off_brand",4.8,4,14,56.9,1767
"2112",197036,"health","premium",4.4,1,17,50.8,3128
"2113",182412,"health","off_brand",4,9,NA,36.6,2726
"2114",109483,"health",NA,4.2,4,24,71.3,1399
"2115",107220,"toys","off_brand",4.5,8,25,98.3,716
"2116",176899,"food","premium",4.8,1,NA,27.3,2157
"2117",154338,"other","premium",4.2,9,10,38,2686
"2118",76396,"food","premium",4,3,22,9.5,912
"2119",157511,"health","premium",4.2,20,16,61.5,2222
"2120",79942,"toys","off_brand",4.1,8,28,74.9,827
"2121",167744,"food","off_brand",4.2,3,25,74.5,1999
"2122",97680,"other","off_brand",4.6,4,29,5.7,1007
"2123",106754,"health","premium",4,14,27,5,1081
"2124",197014,"health","off_brand",4.9,9,27,59.9,1986
"2125",186330,"other","off_brand",4.3,11,15,35.2,2762
"2126",128437,"health","premium",4.6,9,12,28.4,1070
"2127",219546,"toys","premium",4.6,12,5,47.9,2558
"2128",106472,"toys","off_brand",4.4,9,10,76.4,1379
"2129",134622,"toys","off_brand",4.1,13,26,69.2,2495
"2130",40750,"toys","premium",3.2,5,30,30.4,1492
"2131",141102,"health","off_brand",4.4,4,29,12,1832
"2132",136099,"toys","off_brand",3.6,1,12,80.7,2648
"2133",176433,"toys","off_brand",4.3,10,19,81.4,3009
"2134",113640,"toys","off_brand",4.1,4,17,65,2272
"2135",120288,"health",NA,4.4,13,22,34.6,932
"2136",150074,"health","premium",4.9,7,4,34,1072
"2137",191892,"health","off_brand",4.9,9,2,48.4,775
"2138",166200,"food","premium",4.2,3,1,12.1,1739
"2139",225614,"food","off_brand",4.9,3,30,54.2,2884
"2140",69841,"toys","premium",3.6,9,10,48.5,832
"2141",129283,"health","off_brand",4.7,16,4,59.1,679
"2142",170240,"food","off_brand",4.6,1,NA,40.7,2384
"2143",85275,"food","premium",4,4,23,18.7,909
"2144",127420,"other","premium",3.8,3,24,NA,2516
"2145",153263,"toys","off_brand",4.9,4,27,75.5,888
"2146",176475,"health","off_brand",4.2,11,12,50.6,2749
"2147",143225,"other","premium",3.8,6,15,NA,2418
"2148",121417,"toys","off_brand",3.9,3,12,72.5,2655
"2149",145537,"toys","off_brand",4.9,9,18,69.6,1209
"2150",115626,"health","off_brand",4.6,1,22,45.8,1168
"2151",130391,"health","premium",3.5,5,NA,68.3,2766
"2152",207392,"other","off_brand",3.3,4,20,49.4,3385
"2153",170943,"other","off_brand",4.6,2,23,32.3,1370
"2154",220026,"health","off_brand",4.6,9,23,25.6,2513
"2155",107694,"health",NA,3.9,16,16,49.3,1058
"2156",90183,"toys","off_brand",3.4,8,24,70.1,638
"2157",96193,"toys","off_brand",4.3,9,20,65.8,775
"2158",184838,"toys","off_brand",4.6,6,28,56.2,2801
"2159",84763,"toys","premium",3.7,6,11,50.5,963
"2160",172736,"health","premium",4.9,5,29,51.1,1542
"2161",121413,"other","off_brand",4.3,3,16,61.8,995
"2162",284970,"health","off_brand",4.6,2,11,5,4289
"2163",173824,"toys","off_brand",2.9,8,26,66.6,3718
"2164",196630,"other","premium",4.4,8,29,44,3343
"2165",174715,"toys","off_brand",4.7,7,20,88.5,1901
"2166",189658,"health","off_brand",3.9,8,17,20.2,3177
"2167",43988,"toys","premium",2.9,194,17,5,749
"2168",160410,"other","off_brand",4.4,1,23,69,2704
"2169",88349,"toys","off_brand",4.4,7,14,73.6,544
"2170",159895,"health","off_brand",4.5,3,NA,33.7,2488
"2171",215406,"other","off_brand",4.2,3,9,38.9,3107
"2172",177135,"health","premium",4.6,3,13,67,2396
"2173",161783,"health","premium",3.6,12,9,7.6,2989
"2174",135356,"other","off_brand",4.1,10,20,29.6,1798
"2175",155919,"food","off_brand",4.1,7,23,34.3,825
"2176",63254,"toys",NA,3.9,6,38,53.2,1191
"2177",203010,"other","off_brand",4.7,3,25,62,2463
"2178",134165,"toys","off_brand",4.2,8,NA,74.4,2314
"2179",180257,"toys","premium",4.6,17,24,38.2,2325
"2180",103353,"food","premium",4.2,10,17,35,1060
"2181",178916,"health","off_brand",4.6,3,24,63.2,1584
"2182",57480,"toys","off_brand",3.7,5,12,64.4,903
"2183",107253,"health","off_brand",4,1,29,56.1,1930
"2184",133994,"food","premium",4.3,11,31,36.4,1136
"2185",215626,"toys","off_brand",4.9,11,NA,56.8,2196
"2186",175026,"toys","premium",4.6,4,20,55.5,3349
"2187",160008,"toys","premium",3.8,12,20,74.8,2672
"2188",136134,"toys","premium",2.4,1,27,75.3,3203
"2189",124117,"toys","premium",4.1,17,11,76.3,720
"2190",130137,"health",NA,3.8,2,12,12.4,1684
"2191",158271,"health","premium",3.8,15,27,53,2555
"2192",57817,"toys","off_brand",3.6,10,10,46.3,893
"2193",115543,"food","off_brand",4.2,5,14,58.6,998
"2194",158239,"toys","off_brand",4.5,6,13,82,1835
"2195",112972,"toys",NA,3.9,10,NA,23.2,1149
"2196",123308,"food","off_brand",3.1,6,18,59.4,1721
"2197",89086,"health",NA,3.7,5,16,34.4,788
"2198",65001,"health","premium",3.9,16,23,34.2,1113
"2199",190395,"health","off_brand",3.5,6,15,33.1,3533
"2200",138790,"food","premium",4.9,10,37,38.4,792
"2201",208958,"toys","premium",3.3,24,11,72.1,2828
"2202",93846,"toys","off_brand",3.8,7,24,61.3,1259
"2203",115448,"toys",NA,3.8,11,10,55.9,2279
"2204",95818,"other","off_brand",3.8,10,26,55.4,886
"2205",158462,"toys","off_brand",3.5,10,22,45.5,2878
"2206",110937,"health","off_brand",4.3,2,20,81.1,1148
"2207",144548,"toys","premium",4.9,7,25,35.3,1140
"2208",134516,"food","off_brand",4.5,4,30,71.2,688
"2209",148551,"health","off_brand",3.3,12,25,99.8,2246
"2210",120380,"toys","off_brand",4.4,3,15,46.9,1258
"2211",195417,"health","off_brand",4.9,18,17,25,1110
"2212",118035,"other","off_brand",4.7,3,26,70.2,805
"2213",187855,"health","off_brand",4.7,24,21,47.6,1135
"2214",120683,"toys","premium",4.7,7,13,51.9,823
"2215",130316,"other","premium",4.1,4,11,46.6,1173
"2216",89760,"toys","premium",3.9,20,19,23.1,751
"2217",127090,"other","premium",4.6,17,19,19.3,764
"2218",170899,"health","premium",4.8,5,36,44.5,2008
"2219",71583,"health","premium",3,19,13,40.7,982
"2220",185323,"health","off_brand",4.1,4,28,60.3,2652
"2221",100698,"other","off_brand",4.3,7,21,64.2,973
"2222",199354,"health","premium",4.7,7,31,43.6,2408
"2223",92515,"other","off_brand",3,15,21,49.9,1189
"2224",203455,"other","off_brand",4.8,13,26,45,1917
"2225",114671,"health","premium",3.5,11,28,48.9,1717
"2226",62725,"health","premium",4,5,23,9.5,798
"2227",143634,"health","off_brand",3.4,8,14,16.4,2139
"2228",163143,"health","off_brand",4.5,9,21,33.8,1918
"2229",198294,"toys","off_brand",4.7,5,16,82.7,2725
"2230",139442,"toys","off_brand",4,7,18,90.6,2492
"2231",233179,"food","off_brand",4.3,13,22,43.4,2786
"2232",157458,"toys","off_brand",3.9,13,19,68.2,2145
"2233",162592,"health","off_brand",4.4,9,14,57.1,1643
"2234",160080,"health","off_brand",4.7,13,18,62.7,504
"2235",212557,"health","off_brand",4.5,4,20,39.8,2928
"2236",84534,"toys","off_brand",3.7,5,23,52.5,1182
"2237",198092,"food","off_brand",4,4,22,77.5,2263
"2238",175903,"food","premium",4.1,0,27,26.6,2257
"2239",154051,"health","off_brand",4.4,13,18,19.9,1021
"2240",187329,"toys","premium",4.3,10,NA,59.2,3511
"2241",36916,"other","premium",4.2,7,17,46.2,487
"2242",85135,"health",NA,4,12,10,11.5,1279
"2243",122058,"health","off_brand",3.9,7,21,60.3,1819
"2244",185261,"health","premium",4.8,1,NA,32.8,2419
"2245",153423,"other","off_brand",3.7,7,13,20.4,3324
"2246",112292,"toys","off_brand",4.4,2,30,47.5,1070
"2247",251999,"toys","off_brand",4.7,4,16,66.5,3404
"2248",108731,"health","off_brand",3.4,8,26,55.6,1762
"2249",100125,"toys","premium",4.1,10,34,29.2,1160
"2250",121664,"toys","off_brand",4.4,1,18,83.7,1026
